Nom;Catégorie;Lieu;Description 1;Description 2;Description 3;Description 4;Description 5;Site web;URL Photos;THUMB_URL;Longitude LB93;Latitude LB93;geo_shape;geo_point_2d;photos
Virginie Hériot;77 Illustres Parisiennes;54 rue de Varenne;Virgine Hériot était une navigatrice française et vivait au 54 rue de Varenne, une plaque commémorative est aposé sur la devanture de l'immeuble.;"Médaillée d'or aux JO de 1928 pour sa victoire sur le Yacht ""Aile VI"", elle reçoit également la Légion d'honneur et la reconnaissance des anglais la considérant comme ""la plus grand yachtwoman du monde"".";Elle devient ambassadrice du sport nautique en France, faisant la promotion des architectes, des chantiers navals et des armateurs français;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Virginie_Heriot.jpg;650224.0826;6861831.7141;"{""coordinates"": [2.321629000175211, 48.854599999678605], ""type"": ""Point""}";48.8545999997,2.32162900018;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/89666692d2fa18f6cfdbedfd2d01a3b6
Romy Schneider;Comédiennes;11 rue Barbet-de-Jouy;Connue du grand public pour son rôle de Sissi l’impératrice, Romy Schneider tourne avec les plus grands : Visconti, Tavernier, Welles, Sautet.;Engagée pour les droits de la femme, Romy Schneider milite dans les années 70 pour un avortement libre et signe le Manifeste des 343 pour l'avortement précisant avoir elle-même avorté.;Elle vit à Paris, rue Barbet-de-Jouy jusqu’à sa mort prématurée à 43ans en 1982, après avoir connu une grande carrière internationale.;Elle reçoit en 2008 un césar d'honneur pour l'ensemble de sa carrière.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Romy_Schneider.jpg;649947.6001;6861773.4926;"{""coordinates"": [2.31786800025464, 48.85405499956327], ""type"": ""Point""}";48.8540549996,2.31786800025;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/4d67f317c35899e37e8d4415134d7d5c
George Sand;Femmes de lettres;46 rue du Meslay 75003;George Sand est née au 46 rue de Meslay, une plaque commémorative est apposée sur la façade de l'immeuble lui rendant hommage.;George Sand, est le pseudonyme d'Amantine Aurore Lucile Dupin,  auteure dramatique et féministe engagée.;Elle est une des rares femmes françaises à bénéficier de la permission de travestissement lui permettant de porter un pantalon.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/George_Sand.png;652854.3768;6863331.2521;"{""coordinates"": [2.357308000154074, 48.868283000238385], ""type"": ""Point""}";48.8682830002,2.35730800015;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/c9ed3d656db7ee0cf8d098a3fde3da92
Simone de Beauvoir;Femmes de lettres;Café de Flore;Le café de Flore était considéré comme le quartier général de plusieurs grands esprits dont Simone de Beauvoir.;Avec son mari Jean-Paul Sartre, elle fait de ce lieu leur siège social et considère le café comme chez eux.;"Ici les journées de Simone de Beauvoir seront consacrées à ses écrits, devenue l'une des auteures les plus lues du monde, elle obtient le prix Goncourt pour son roman ""Les Mandarins"" en 1954.";"Théoricienne du mouvement féministe avec son livre ""Le Deuxième Sexe"", Simone de Beauvoir participe dans les années 70 au mouvement de la libération de la femme.";;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Simone_de_Beauvoir.png;651032.067;6861771.6759;"{""coordinates"": [2.332647000546757, 48.85412200034573], ""type"": ""Point""}";48.8541220003,2.33264700055;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/4120278629b35735a10f94fb9b185584
Monique Pelletier;Politiques;2 rue de montpensier;En 2000, Jacques Chirac nomme au conseil constitutionnel, situé 2 rue de Montpensier, Monique Pelletier, troisième femme à avoir son siège après Simone Veil et Noëlle Lenoir.;Ministre déléguée, chargée de la condition féminine en 1978 auprès du premier ministre, Monique Pelletier fait adopter au conseil des ministres 5 mesures en faveur des femmes.;Notamment pour les quotas de femmes sur les listes de candidats aux élections, elle obtient également que le viol soit considéré comme un crime en 1980.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/PELLETIER_Monique.jpg;651329.3907;6862862.0362;"{""coordinates"": [2.3365739998110993, 48.8639500004303], ""type"": ""Point""}";48.8639500004,2.33657399981;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/00dfb353844f13b15c2e39260ab826f0
Camille Claudel;77 Illustres Parisiennes;19 quai de bourbon;Camille Claudel habite et sculpte seule dans son atelier à l'hôtel de Jassaud situé au 19 quai de Bourbon.;Avant ça, l'artiste intègre l’atelier de Rodin qui reconnait son génie en matière de sculpture en 1883.;Elle aura une certaine influence sur Rodin lui inspirant des œuvres telle que Le Baiser qu’ils sculptèrent ensemble.;"Dans les années 1886-1887 Claudel et Rodin s'inspirent et créent ensemble, elle signe notamment ""la vieille Hélène"" et ""Paul à 13ans"".";A partir de 1905 Camille Claudel souffre de trouble psychiatrique sévère et s’enferme dans son hôtel Quai de Bourbon, jusqu’à son internement en hôpital psychiatrique en 1913 où l’artiste y finira ses jours;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Camille_Claudel.jpg;648882.7728;6862579.3111;"{""coordinates"": [2.30325999935824, 48.86121800023464], ""type"": ""Point""}";48.8612180002,2.30325999936;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/72df64e2ec8f1d30888de25d04822bde
Hélène Darroze;77 Illustres Parisiennes;4 rue d'Assas;Meilleure cheffe au monde en 2015, Hélène Darroze ouvre son restaurant éponyme en 2000 où elle gagne une première étoile Michelin en 2001 et une deuxième en 2003.;Amie d’Anne-Sophie Pic, elles fondent ensemble le club “Les nouvelles mères cuisinières” afin de soutenir les carrières féminines dans la cuisine.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Helene_Darroze.jpg;650677.5661;6861323.1054;"{""coordinates"": [2.327867999735371, 48.85006100025225], ""type"": ""Point""}";48.8500610003,2.32786799974;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/a5877be7e59c52dc38603dc3460a35de
Réjane;77 Illustres Parisiennes;Théâtre Réjane;Gabrielle-Charlotte Réju dite Réjane est une comédienne populaire du 20ème siècle, elle connait une carrière en France et en Amérique, le rôle de Madame Sans-Gêne de Victorien Sardou la rendra célèbre.;Elle fera partie des comédiennes de la Belle-époque tout comme Cécile Sorel et Sarah Bernhardt.;Réjane achète le Nouveau-Théâtre en 1906 et le baptise Théâtre Réjane avant de céder le théâtre en 1918 à Léon Volterra qu'il nommera Théâtre de Paris;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Rejane.jpg;650962.4024;6864489.5477;"{""coordinates"": [2.33138400043997, 48.8785580001657], ""type"": ""Point""}";48.8785580002,2.33138400044;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/4ba5bd1fff324e92cd7f79a3ccc43fec
Madame de Staël;77 Illustres Parisiennes;102 rue de grenelle;Lieu de résidence à partir de 1798 de Madame de Staël, grande romancière du mouvement romantique.;"Germaine de Staël joue un rôle politique avec ses livres ""Delphine"" en 1802 et ""Corinne ou li'Italie"" en 1807 qui dénoncent les conditions de la femme du 18ème siècle.";Pour la plupart des hommes politique et écrivain de l'époque elle est décrite comme empiétant les domaines réservés aux hommes.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Mme_de_Stael.jpg;650286.3369;6861997.5333;"{""coordinates"": [2.322458000680783, 48.856095999968986], ""type"": ""Point""}";48.856096,2.32245800068;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/b745f3576d43d4a1304e1d7edc117b5a
Geneviève De Gaulle;77 Illustres Parisiennes;68 rue Bonaparte;Le 68 rue Bonaparte était la boite aux lettres clandestine de la Résistance.;Geneviève de Gaulle y est arrêtée sur dénonciation à 22 ans et est déportée au camp de concentration de Ravensbrück en février 1944.;Elle en sort en avril 1945 lors de la libération du camp par l'Armée rouge.;"Elle écrira 50 ans plus tard ""la traversée de la nuit"" retraçant ses mémoires.";Elle meurt en 2002, et ne sera pas déplacée au Panthéon afin de rester avec son mari jusqu’en 2015 où ils le seront tous deux.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Genevieve_De_Gaulle.jpg;651048.4814;6861517.1147;"{""coordinates"": [2.332900000039274, 48.851833999881684], ""type"": ""Point""}";48.8518339999,2.33290000004;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/e85d72a129eb290b7fcec673496f195a
Monique Pelletier;77 Illustres Parisiennes;2 rue de montpensier;En 2000, Jacques Chirac nomme au conseil constitutionnel, situé 2 rue de Montpensier, Monique Pelletier, troisième femme à avoir son siège après Simone Veil et Noëlle Lenoir.;Ministre déléguée, chargée de la condition féminine en 1978 auprès du premier ministre, Monique Pelletier fait adopter au conseil des ministres 5 mesures en faveur des femmes.;Notamment pour les quotas de femmes sur les listes de candidats aux élections, elle obtient également que le viol soit considéré comme un crime en 1980.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/PELLETIER_Monique.jpg;651329.3907;6862862.0362;"{""coordinates"": [2.3365739998110993, 48.8639500004303], ""type"": ""Point""}";48.8639500004,2.33657399981;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/00dfb353844f13b15c2e39260ab826f0
Camille Claudel;Artistes;19 quai de bourbon;Camille Claudel habite et sculpte seule dans son atelier à l'hôtel de Jassaud situé au 19 quai de Bourbon.;Avant ça, l'artiste intègre l’atelier de Rodin qui reconnait son génie en matière de sculpture en 1883.;Elle aura une certaine influence sur Rodin lui inspirant des œuvres telle que Le Baiser qu’ils sculptèrent ensemble.;"Dans les années 1886-1887 Claudel et Rodin s'inspirent et créent ensemble, elle signe notamment ""la vieille Hélène"" et ""Paul à 13ans"".";A partir de 1905 Camille Claudel souffre de trouble psychiatrique sévère et s’enferme dans son hôtel Quai de Bourbon, jusqu’à son internement en hôpital psychiatrique en 1913 où l’artiste y finira ses jours;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Camille_Claudel.jpg;648882.7728;6862579.3111;"{""coordinates"": [2.30325999935824, 48.86121800023464], ""type"": ""Point""}";48.8612180002,2.30325999936;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/72df64e2ec8f1d30888de25d04822bde
Elsa Triolet;Femmes de lettres;56 rue de Varenne;"Lieu de résidence d’Elsa Triolet et Louis Aragon à partir de 1957, l'auteure sera la première femme à recevoir un prix Goncourt pour son recueil de nouvelles ""Le premier accroc coûte deux cents francs"".";Engagée en résistance, la guerre lui inspire le roman, l'inspecteur des ruines.;Elle est une des plus grandes auteure de son époque et fera l'objet d'un court métrage d'Agnès Varda réalisé en 1956, Elsa, la Rose.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Elsa_triolet.jpg;650198.9842;6861839.9361;"{""coordinates"": [2.321286000398383, 48.85467199964248], ""type"": ""Point""}";48.8546719996,2.3212860004;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/3f252a8812f37a518ed3bfaddcf33281
Christiane-Desroches-Noblecourt;Scientifiques;Jardin Christiane-Desroches-Noblecourt, 16e;L'ancien jardin de la place Rodin a été renommé en 2016, le jardin Christiane-Desroches-Noblecourt en hommage à l'archéologue et égyptologue française Christiane-Desroches-Noblecourt.;Après avoir fait ses études à l'école du Louvre, elle est nommée première femme au poste de pensionnaire de l'institut français d'archéologie orientale, et sera également la première femme à diriger des fouilles sur le site d'Edfou en 1938.;Pendant la seconde guerre mondiale, elle s'engage en résistance afin de protéger et cacher les œuvres du département des antiquités egyptiennes du musée du louvre.;Elle sera professeure au musée du Louvre jusqu'en 1982 et part en 1984 aménager la Vallée des Reines où une centaine de sépultures seront enregistrées.;La ville de Paris a tenu a lui rendre hommage avec ce jardin dans le 16ème arrondissement, quartier où est née Christiane-Desroches-Noblecourt.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Christiane_DESROCHES_NOBLECOURT.jpg;646488.283;6861708.2226;"{""coordinates"": [2.270733999337574, 48.85318999979046], ""type"": ""Point""}";48.8531899998,2.27073399934;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/350ce2d385136d953457aeea330cf75e
Ludmila Tcherina;Sportives;15 avenue Montaigne;"Danseuse émérite, Ludmila Tcherina rejoint en 1945 ""Les Ballets des Champs-Elysées"" de Roland Petit au 15 avenue Montaigne.";Dès ces 16 ans elle intégre l'opéra de Marseille puis les Nouveaux Ballets de Monte-Carlo.;"Après sa carrière de danseuse Ludmila se lance dans la comédie et le cinéma avec ""un revenant"" de Christian-Jaque.";"En 1991 elle devient sculptrice avec une oeuvre monumentale ""Europe à cœur"", sculpture de 12m de haut, choisie par la Communauté européenne pour symboliser l'Europe unie.";;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Ludmilla_Tcherina.jpg;648888.8966;6863073.7636;"{""coordinates"": [2.303284000193581, 48.8656650003186], ""type"": ""Point""}";48.8656650003,2.30328400019;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/14ef06ae548c0df61831e54837834c44
Simone Signoret;77 Illustres Parisiennes;15 place Dauphine;Auteure et actrice française Simone Signoret tourne avec les plus grands.;Elle est la seconde actrice française à recevoir l’oscar de la meilleure actrice en 1960, puis le César de la meilleure actrice en 1977.;Populaire auprès des français, elle tiendra de nombreux rôles tout au long de sa carrière et n’hésitera pas à affirmer ses idées politiques en signant par exemple le Manifeste des 121 en 1960, déclaration sur le droit à l’insoumission dans la guerre d’Algérie.;Mariée à Yves Montand ils passeront une partie de leur vie dans l’ancienne librairie « la Roulotte » au 15 place Dauphine.;Tous deux reposent aujourd’hui au Père-Lachaise.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Simone_Signoret.jpg;651741.099;6862013.9223;"{""coordinates"": [2.342282000619587, 48.85635400015491], ""type"": ""Point""}";48.8563540002,2.34228200062;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/161019afe78ddb1a2c95c937ad55bdf6
Lala Kaira;77 Illustres Parisiennes;19 bis, rue Pierre-Fontaine;Acrobate du cirque Fernando connue sous le nom de Miss Lala exécute des numéros de trapézistes, de femme-canon et de fil-fildefériste.;"Edmond de Goncourt la rencontre dans l'atelier Degas du 19bis, rue Pierre-Fontaine où il s'en inspire pour documenter son roman de 1878, ""Les Frères Zemganno"".";On peut la voir dans un tableau de Degas  de 1879, conservé à Londres à la National Gallery.;on la voit également suspendue à un trapèze portant un canon à la seule force de sa mâchoire sur une affiche de Jules Chéret pour les Folies-Bergères.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Miss_Lala.jpg;651159.2757;6864830.3841;"{""coordinates"": [2.334028999752491, 48.881638000353824], ""type"": ""Point""}";48.8816380004,2.33402899975;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/aa151d764123fe725657a1ec571fd9b1
Suzanne Lenglen;77 Illustres Parisiennes;65, rue de Ranelagh;Lieu de naissance de Suzanne Lenglen, tenniswoman et sportive accomplie.;Elle s'initie au golf, au tir à l'arc, à la natation et à l'équitation mais c'est au tennis qu'elle fera ses plus grands exploits remportant le titre de championne du monde en 1919, à seulement 15 ans.;Elle remporte en tout 241 tournois et trois médailles olympiques (dont deux d'or).;Surnommée la divine de par ses exploits sportifs, la Fédération Française de Tennis lui rend hommage en 1997 en donnant son nom au deuxième court de Roland-Garros.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Suzanne_Lenglen.jpg;646672.1237;6861877.7748;"{""coordinates"": [2.273217999981111, 48.85473000018319], ""type"": ""Point""}";48.8547300002,2.27321799998;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/2e663c94218b952de30cc9f96f2ed075
Nélie Jacquemart;Artistes;158 boulevard haussmann;Invitée à la Villa Médicis en 1867, Nélie Jacquemart réalise le portrait d'Edouard André, héritier de l'une des plus grandes fortunes du Second Empire.;Elle se marie avec lui et commande à l'architecte Henri Parent un luxueux hôtel du boulevard Haussmann afin d'accueillir ses collections de tableaux, dont elle hérite à la mort de son mari en 1894.;Elle léguera à son tour ses biens, immeubles et collections à l'Institut de France.;Le musée Jacquemart-André est inauguré le 8 décembre 1913 par le président de la République Raymond Poincaré.;Nélie Jacquemart fixa dans son testament les horaires d'ouverture et l'emplacement exact où les œuvres doivent être exposées dans le musée qu'elle a imaginé.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Nelie_Jacquemart_Andre.jpg;649448.2437;6864135.2693;"{""coordinates"": [2.310782000618189, 48.87525500043908], ""type"": ""Point""}";48.8752550004,2.31078200062;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/ad4ad5dfe5610d1f9742515f4da50b6f
Nikki de St Phalle;Artistes;Fontaine Stravinksy;Artiste peintre, plasticienne et sculptrice franco-américaine Nikki de St Phalle est membre du groupe des Nouveaux réalistes.;"Elle devient mondialement connue avec ses tableaux de la collection ""Tir"", série de tableaux en peinture et plâtre réalisée dans les années 60 .";En 1971 elle se marie avec Jean Tinguely et réalise avec lui la Fontaine Stravinsky créée dans le cadre de la construction du Centre Pompidou.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Niki_de_Saint_Phalle.jpg;652418.9436;6862361.3722;"{""coordinates"": [2.351480999531029, 48.8595289999801], ""type"": ""Point""}";48.859529,2.35148099953;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/4872f29e82961b2ff2ce79b15af565d2
Clara Malraux;Femmes de lettres;17 rue Berthollet;Clara Malraux emménage au 17 rue Berthollet seule avec sa fille à la suite de son divorce avec André Malraux en 1937, quand il avoue l'avoir épousé pour son argent.;Après être entrée en résistance pendant la seconde guerre mondiale, la rue Berthollet la verra devenir grande écrivaine et mémorialiste.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Clara_Malraux.jpg;651985.3054;6860075.3812;"{""coordinates"": [2.345828999856158, 48.838938999927514], ""type"": ""Point""}";48.8389389999,2.34582899986;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/11afaea11673973af2510700a3ccb359
Catherine Deneuve;77 Illustres Parisiennes;146 boulevard Murat;Catherine Deneuve grandit avec ses trois soeurs au 146 boulevard Murat.;"Actrice française connue du grand public pour son rôle dans les ""Parapluie de Cherbourg"" de Jacques Demy dès ses 21 ans, le film reçoit la Palme d’Or à Cannes en 1964, l’actrice enchaine alors plusieurs films avec le réalisateur dont Peau d’âne ou les Demoiselles de Rochefort.";S’en suit une longue carrière avec plus de 130 longs métrages à son actif.;"Elle reçoit le césar de la meilleure actrice pour ""le dernier métro"" de 1981 et pour ""Indochine"" en 1993, l'Ours d'argent de la meilleure contribution artistique pour Huit femmes, prix du cinéma pour l'ensemble de sa carrière et se voit décerné le prix Lumière par Roman Polanski en 2016.";Catherine Deneuve est aussi connu pour ses engagements, pour le droit à l’avortement, contre la peine de mort, le droit des femmes, l’environnement….;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Catherine_Deneuve.jpg;645929.7631;6860031.6379;"{""coordinates"": [2.263335999344256, 48.838065999576386], ""type"": ""Point""}";48.8380659996,2.26333599934;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/a9d684295fe5505fb5c2d89ae5e93c05
Hélène Cixous;77 Illustres Parisiennes;9 rue Linné;Lieu de résidence, d'Hélène Cixous, auteure et dramaturge française.;"Elle touchera davantage le public anglo-saxon avec son ""French Feminism"".";Hélène Cixous participe également à la création de l'université de Vincennes en 1968 et fonde le Centre d'études féminines en 1974.;"Elle obtient le prix Médicis avec ""Dedans"" (Grasset 1969) et le prix Marguerite Yourcenar pour l'ensemble de son oeuvre en 2016.";;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Helene_Cixous.jpg;652640.2808;6860661.3388;"{""coordinates"": [2.354686999730384, 48.84425700036213], ""type"": ""Point""}";48.8442570004,2.35468699973;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/eb03a293a4236c1a314cbfb04c54571b
Danielle Casanova;77 Illustres Parisiennes;44, rue le Peletier;Danielle Casanova s'engage en résistance au siège du parti au 44 rue le Peletier dès juin 1941, après la rupture du pacte germano-soviétique.;Elle est cadre des Jeunesses communistes, dirigeante de l'Union des jeunes filles de France, et est arrêtée en février 1942 par la Gestapo et la police de Vichy puis finalement déportée à Auschwitz où elle mourra en 1943.;"Elle écrit """"Je vous dis au revoir; j'embrasse tous ceux que j'aime.";N'ayez jamais le cœur serré en pensant à moi.;Je suis heureuse de cette joie que donne la haute conscience de n'avoir jamais failli et de sentir dans mes veines un sang impétueux et jeune.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Danielle_Casanova.jpg;651590.0523;6864168.901;"{""coordinates"": [2.339977999392969, 48.87572199996999], ""type"": ""Point""}";48.875722,2.33997799939;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/0857c2754166cc5be741f3e45dc12fea
Gisèle Halimi;77 Illustres Parisiennes;102 rue saint dominique;"Gisèle Halimi est une féministe luttant pour la dépénalisation de l'avortement avec le mouvement ""choisir la cause des Femmes"", spécialisé dans le droit des femmes, et fondé au 102 rue Saint-Dominique par Gisèle Halimi avec Simone de Beauvoir et Edmond Rostand.";Avocate de renom elle signe le Manifeste des 343 femmes qui déclarent avoir avorté et réclame le droit de prise de moyen de contraception.;Députée de 1981 à 1984, Gisèle Halimi dénonce se bat contre la misogynie au sein de l'Assemblée.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Gisele_Halimi.jpg;648937.2717;6862336.1927;"{""coordinates"": [2.304032000311412, 48.85903599981267], ""type"": ""Point""}";48.8590359998,2.30403200031;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/3593337054f848c698c8d4b8a41c4379
Manon Fleury;Cheffes;16 rue Jean Mermoz;Originaire de Bourgogne, Manon Fleury a tout d'une grande cheffe.;Elle fait ses classes à ZE Kitchen Gallerie et à l'école Ferrandi.;Elle fait ses stages dans les plus grande maisons parisienne puis part pour les États-Unis à New-York plus précisément.;Depuis son retour à Paris c'est au restaurant le Mermoz que Manon Fleury propose sa cuisine inventive garnie de produits de petits producteur privilégiant une carte courte.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/NoPhoto.png;649495.7582;6863628.6683;"{""coordinates"": [2.311489999445783, 48.8707030002242], ""type"": ""Point""}";48.8707030002,2.31148999945;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/58ac627c790ecd94e05883c83a2c9111
Arletty;Comédiennes;14 rue de Rémusat;"Léonie Bathiat dite ""Arletty"" vécut au 14 rue de Rémusat, on peut apercevoir une plaque commémorative en son nom sur la façade de l'immeuble.";"Comédienne au théâtre elle interprète les rôles de Sacha Guitry, Colette, Jean Cocteau, devenue rapidement actrice pour le grand écran, elle forme un véritable couple de cinéma avec Marcel Carné qui lui offre le rôle de Mme Raymonde dans ""l'Hôtel du Nord"", rôle qui lui apporta le succès qu'on lui connait aujourd'hui.";A cette adresse, vécut également la chanteuse Barbara lui inspirant la chanson Rémusat.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Arletty.jpg;646529.5328;6861144.6181;"{""coordinates"": [2.271367000163438, 48.848125000193285], ""type"": ""Point""}";48.8481250002,2.27136700016;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/1aeeeaeb59752214d48b41cbf1689d36
Réjane;Comédiennes;Théâtre Réjane;Gabrielle-Charlotte Réju dite Réjane est une comédienne populaire du 20ème siècle, elle connait une carrière en France et en Amérique, le rôle de Madame Sans-Gêne de Victorien Sardou la rendra célèbre.;Elle fera partie des comédiennes de la Belle-époque tout comme Cécile Sorel et Sarah Bernhardt.;Réjane achète le Nouveau-Théâtre en 1906 et le baptise Théâtre Réjane avant de céder le théâtre en 1918 à Léon Volterra qu'il nommera Théâtre de Paris;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Rejane.jpg;650962.4024;6864489.5477;"{""coordinates"": [2.33138400043997, 48.8785580001657], ""type"": ""Point""}";48.8785580002,2.33138400044;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/4ba5bd1fff324e92cd7f79a3ccc43fec
Simone Signoret;Comédiennes;15 place Dauphine;Auteure et actrice française Simone Signoret tourne avec les plus grands.;Elle est la seconde actrice française à recevoir l’oscar de la meilleure actrice en 1960, puis le César de la meilleure actrice en 1977.;Populaire auprès des français, elle tiendra de nombreux rôles tout au long de sa carrière et n’hésitera pas à affirmer ses idées politiques en signant par exemple le Manifeste des 121 en 1960, déclaration sur le droit à l’insoumission dans la guerre d’Algérie.;Mariée à Yves Montand ils passeront une partie de leur vie dans l’ancienne librairie « la Roulotte » au 15 place Dauphine.;Tous deux reposent aujourd’hui au Père-Lachaise.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Simone_Signoret.jpg;651741.099;6862013.9223;"{""coordinates"": [2.342282000619587, 48.85635400015491], ""type"": ""Point""}";48.8563540002,2.34228200062;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/161019afe78ddb1a2c95c937ad55bdf6
Françoise Barré-Sinoussi;Scientifiques;25-28 rue docteur roux;C’est à l’institut Pasteur que Françoise Barré-Sinoussi, chercheuse en virologie participe à la découverte du virus de l'immunodéficience humaine (VIH) à l'origine du sida.;Elle se verra décerné le prix Nobel de médecine en 2008 et prend la présidence de l’association Sidaction en 2017.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Francoise_Barre_Sinoussi.jpg;649409.7938;6860268.4241;"{""coordinates"": [2.310718000320088, 48.840478000027005], ""type"": ""Point""}";48.840478,2.31071800032;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/7e51b976a293ffc225e6c9ad1d1bbd67
Françoise Dolto;Scientifiques;13, rue Meilhac;"Psychanalyste des enfants en souffrance et pédiatre Françoise Dolto axe ses recherches autour de deux idées majeures ""l'enfant est une personne à part entière et un être de langage"".";En 1979, elle crée au 13 rue Meilhac la Maison verte avec cinq psychanalystes et éducateurs.;Le lieu se veut lieu d'accueil pour les enfants de moins de 4ans avec leurs parents ou tuteurs.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Francoise_Dolto.jpeg;648518.833;6860776.2165;"{""coordinates"": [2.298517999671594, 48.8449740002689], ""type"": ""Point""}";48.8449740003,2.29851799967;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/eb4b062e72e780b70801b94c9db36df3
